Line_ID	As_Short_Text_LTE_400	As_Long_Text_LTE_4000	As_Year	As_Month	As_Day	As_Hour	As_Minute	As_Second	As_Millisecond	As_Double	As_Long	As_Bool	YMD_hms_Key
1	N												20181108191336
11	N												20181108191336
20	N												20181108191336
23	N												20181108191336
41	N												20181108191336
45	N												20181108191336
48	N												20181108191336
60	N												20181108191336
62	N												20181108191336
65	Y												20181108191336
77	N												20181108191336
78	N												20181108191336
79	N												20181108191336
82	N												20181108191336
94	N												20181108191336
95	N												20181108191336
111	N												20181108191336
128	N												20181108191336
131	N												20181108191336
132	N												20181108191336
133	N												20181108191336
143	N												20181108191336
144	Y												20181108191336
177	N												20181108191336
193	N												20181108191336
200	N												20181108191336
201	N												20181108191336
207	N												20181108191336
214	Y												20181108191337
224	N												20181108191337
230	N												20181108191337
232	N												20181108191337
238	Y												20181108191337
239	N												20181108191337
244	N												20181108191337
275	N												20181108191337
284	N												20181108191337
292	N												20181108191337
301	N												20181108191337
303	N												20181108191337
312	N												20181108191337
322	Y												20181108191337
340	Y												20181108191337
343	N												20181108191337
354	N												20181108191337
355	Y												20181108191337
359	N												20181108191337
362	N												20181108191337
367	N												20181108191337
371	N												20181108191337
385	N												20181108191337
388	N												20181108191337
402	N												20181108191337
403	N												20181108191337
407	N												20181108191337
415	N												20181108191337
420	N												20181108191337
422	N												20181108191337
425	N												20181108191337
426	N												20181108191337
427	N												20181108191337
432	N												20181108191337
445	N												20181108191337
446	N												20181108191337
454	N												20181108191337
459	N												20181108191337
477	N												20181108191337
485	N												20181108191337
491	N												20181108191337
496	N												20181108191337
522	N												20181108191337
524	N												20181108191337
525	N												20181108191337
526	Y												20181108191337
529	N												20181108191337
540	N												20181108191337
555	N												20181108191337
563	N												20181108191337
564	N												20181108191337
568	N												20181108191337
572	N												20181108191337
581	N												20181108191338
604	N												20181108191338
611	N												20181108191338
612	N												20181108191338
626	N												20181108191338
629	N												20181108191338
630	N												20181108191338
645	N												20181108191338
652	N												20181108191338
654	N												20181108191338
659	N												20181108191338
661	Y												20181108191338
668	N												20181108191338
669	N												20181108191338
676	N												20181108191338
678	N												20181108191338
685	N												20181108191338
701	N												20181108191338
733	N												20181108191338
734	N												20181108191338
741	N												20181108191338
744	N												20181108191338
751	N												20181108191338
769	N												20181108191338
810	N												20181108191338
811	N												20181108191338
816	N												20181108191338
819	N												20181108191338
820	N												20181108191338
822	N												20181108191338
843	N												20181108191338
845	N												20181108191338
846	N												20181108191338
875	N												20181108191338
904	N												20181108191338
907	N												20181108191338
909	Y												20181108191338
918	Y												20181108191338
935	N												20181108191338
940	N												20181108191338
972	N												20181108191338
974	N												20181108191338
981	Y												20181108191339
990	N												20181108191339
1003	N												20181108191339
1005	Y												20181108191339
1006	N												20181108191339
1043	N												20181108191339
1052	N												20181108191339
1062	N												20181108191339
1077	N												20181108191339
1101	N												20181108191339
1107	N												20181108191339
1134	N												20181108191339
1139	N												20181108191339
1160	N												20181108191339
1192	N												20181108191339
1198	N												20181108191339
1201	N												20181108191339
1205	N												20181108191339
1206	N												20181108191339
1207	N												20181108191339
1239	N												20181108191339
1245	N												20181108191339
1249	N												20181108191339
1254	N												20181108191339
1258	N												20181108191339
1266	N												20181108191339
1268	N												20181108191339
1281	N												20181108191339
1313	Y												20181108191339
1318	N												20181108191339
1322	N												20181108191339
1327	N												20181108191339
1344	N												20181108191339
1346	N												20181108191339
1384	N												20181108191340
1390	N												20181108191340
1393	N												20181108191340
1408	N												20181108191340
1410	N												20181108191340
1413	N												20181108191340
1423	N												20181108191340
1432	N												20181108191340
1445	N												20181108191340
1452	N												20181108191340
1454	N												20181108191340
1455	N												20181108191340
1465	N												20181108191340
1473	N												20181108191340
1481	N												20181108191340
1486	Y												20181108191340
1521	N												20181108191340
1533	N												20181108191340
1537	N												20181108191340
1553	N												20181108191340
1555	N												20181108191340
1560	N												20181108191340
1562	N												20181108191340
1568	N												20181108191340
1576	N												20181108191340
1579	N												20181108191340
1582	Y												20181108191340
1585	N												20181108191340
1600	N												20181108191340
1616	N												20181108191340
1630	N												20181108191340
1639	N												20181108191340
1644	N												20181108191340
1645	N												20181108191340
1664	N												20181108191340
1666	Y												20181108191340
1669	Y												20181108191340
1670	N												20181108191340
1677	N												20181108191340
1698	N												20181108191340
1710	N												20181108191340
1721	Y												20181108191340
1730	N												20181108191340
1741	N												20181108191340
1746	N												20181108191340
1747	N												20181108191340
1749	N												20181108191341
1775	N												20181108191341
1783	N												20181108191341
1789	N												20181108191341
1798	Y												20181108191341
1799	N												20181108191341
1821	N												20181108191341
1827	N												20181108191341
1829	N												20181108191341
1845	Y												20181108191341
1847	N												20181108191341
1866	N												20181108191341
1868	N												20181108191341
1877	N												20181108191341
1921	N												20181108191341
1942	N												20181108191341
1947	N												20181108191341
1949	N												20181108191341
1952	N												20181108191341
1969	N												20181108191341
1986	N												20181108191341
1989	Y												20181108191341
1996	N												20181108191341
1998	N												20181108191341
1999	N												20181108191341
